96500 98888
1 330008374 647965264
1 639236601 581845644
1 112734573 649391757
1 760605408 672425312
1 805574166 548097274
1 542078949 95265269
1 963422791 13128535
1 285540373 244076544
1 579234120 437461567
1 137416978 22228721
1 11672041 189454719
1 482934293 128939016
1 550461921 253954971
1 372163054 472068514
1 701706494 748338981
1 41995895 95865980
1 77426314 514926472
1 700960709 98832368
1 794577383 408759035
1 53558306 151779427
1 550579177 77192916
1 925482189 355095302
1 299463048 166757746
1 138684339 847928578
1 403381019 811891332
1 51301338 80645319
1 61259766 948220249
1 485379283 626718075
1 112416316 388392230
1 860132932 187255098
1 879291115 410794798
1 542894633 919564375
1 184510331 98746849
1 222408927 405290309
1 29128575 523645665
1 477519525 317246414
1 582861773 130399775
1 99952416 6517267
1 902495381 355848284
1 719551968 29509919
1 324375152 105178509
1 932128385 388561830
1 449682409 610272848
1 573927136 289811006
1 522106088 211817952
1 82166157 134615678
1 145709766 605658160
1 890700706 691241083
1 282408686 503925732
1 377325696 193763081
1 211624120 533665408
1 809258543 194395750
1 263277525 89049855
1 224059672 232074113
1 401176096 260972470
1 9443603 597824321
1 895219193 471524447
1 55090013 918353790
1 886180652 239126219
1 166353997 35402832
1 77213426 438906572
1 772845639 28536195
1 555456447 445091220
1 290086622 490955842
1 451295307 800962123
1 98515085 33141758
1 165001471 571313398
1 831036166 784180452
1 346149334 198656815
1 95919869 512503033
1 118088176 226062782
1 7034576 911496825
1 558385853 287493981
1 784289935 306312259
1 64417352 330676976
1 27725878 132363794
1 103095554 293630105
1 475561571 622168241
1 588548811 430188395
1 68367592 736324755
1 655548896 12164540
1 86734676 194260375
1 417746279 937669110
1 588217150 91391487
1 733209793 795824465
1 881879902 616359898
1 466876403 679437661
1 234304220 613500589
1 384602855 887385093
1 782624373 230499136
1 113150002 982034597
1 959819091 575284751
1 501160098 359882130
1 107280481 117242912
1 301968585 475128812
1 336589081 580758169
1 139613413 868963276
1 649999695 295561576
1 76935219 851027395
1 710187652 409757138
1 306516453 601734996
2 906618174 135174953
1 16066203 234712877
1 480258409 105029568
1 138195453 221156164
1 696412376 609905860
1 25338755 105166688
1 129281041 365983901
1 790029685 930504972
1 874965473 369668633
1 710232699 166862067
1 775978298 199066255
1 882577597 605101528
1 585565384 472833265
1 800904658 170066188
1 752963866 90047738
1 224383130 18960356
1 931606867 213343392
1 929815709 967100522
1 236910817 118398359
1 871463429 847378663
1 108949282 454515330
1 705507507 207455062
1 295815142 340448789
1 462607101 939722945
1 709071650 773442925
1 616297252 587263461
1 847709561 841056107
1 348425787 951780387
1 101346238 371689995
1 755019242 920508749
1 739231953 871514754
1 469143329 479462366
1 568429205 582386579
1 265064561 851971427
1 455101748 705811669
1 995147210 629494212
1 941825380 157199623
1 516895697 687605942
1 863896614 166432709
1 201949775 938684743
1 2410966 866399916
1 591782032 876821145
1 329906511 83437470
1 156192898 701998630
1 457197525 422313709
1 395989024 335704315
1 140051894 210105346
1 52040730 415683359
1 619090912 295666847
1 482776206 826475876
1 466142348 227077158
1 524678637 705997477
1 200949911 166356024
1 947580335 243964193
1 715869087 408354715
1 283681027 413324449
1 732918200 982966786
1 822434142 91367433
1 96935127 396075063
1 865844312 689138290
1 147894652 819815163
1 795461320 232702665
1 130918878 768801527
1 821774779 101376796
1 413145655 717371412
1 50387896 199284663
1 679066526 135980902
1 784100257 413361407
1 695126192 674869264
1 584902666 426455143
1 849681769 982722680
1 779170435 955200217
1 670854852 561329392
1 689198950 632939310
1 860283098 563611413
1 370662731 671438548
1 26452425 849770624
1 665716020 299347270
1 680395611 851592380
1 139102654 436097842
1 490040607 305674182
1 9868347 87024366
1 942471638 74418172
1 902034745 56389973
1 691216713 540248768
1 285522580 299534662
1 117804833 113389344
1 707457983 422345420
1 814318426 336503451
1 389598706 100790617
1 80764019 777159585
1 122416585 752167425
1 161803956 517769968
1 75554744 478725609
1 886599776 486387277
2 283244991 320296916
1 889178975 885311930
1 191035039 237848208
1 416903323 802493147
1 502368836 200305226
1 819387492 780433480
1 922513713 649021629
1 150481378 197762458
1 650850350 707618279
1 885837314 911095394
1 123164239 994612812
1 57638009 999871044
1 194341181 762580558
1 890433069 488033318
1 407786701 50766130
1 279802926 451568930
1 529089004 816591648
1 724280143 39052205
1 741565729 293098693
1 685501766 771393585
1 58851630 715341299
1 510927887 525376103
2 449685741 666273772
1 880147226 767066846
1 603002082 680661981
1 974712432 986585308
1 491482589 125766961
1 31340577 607584124
1 679038539 665603393
1 513190315 895297853
1 672045544 452958435
1 726268429 889415233
1 51534353 494939708
1 283574178 557975531
1 706339434 157266622
1 302722437 260217494
1 589318019 266343947
1 754208396 177521909
1 551500508 529617504
1 81742891 610718604
1 54862182 591186889
1 935883020 8665090
1 126688549 98148866
1 901739050 529095049
1 301646541 357502598
1 139657202 604924999
1 82618003 79319037
1 85117391 929838791
1 88094237 983608476
1 712772623 905691795
1 974343290 224866655
1 221958345 67788154
1 110191669 298950678
1 35857252 795886713
1 805078018 444767357
1 811881935 188588507
1 171803038 275638098
1 894242791 93521562
1 878694445 119980343
1 483636732 256950829
1 520875700 7523306
1 680959969 953844120
1 671096265 323790389
1 576771888 856917636
1 988510014 954312106
1 334632753 705986756
1 735747652 499947738
1 382333469 400520237
1 482588915 973643333
1 302076251 137187627
1 342214308 634667890
1 979446540 95843525
1 922366774 681406572
1 966933281 238896918
1 711043862 915176726
1 947707604 235490629
1 3095969 287322033
1 822749893 103227196
1 389182749 906757328
1 968286945 367607649
1 115898442 137446865
1 308488353 531203591
1 196177108 554234589
1 198992401 833245228
1 584047374 83948028
1 447606614 289146057
1 692427289 204541708
1 139992395 796062809
1 255326814 605436192
1 197224969 985765240
1 947434711 91428919
1 137252533 405885253
1 900975541 788722590
1 33987782 587959128
1 770669615 170344248
1 606311781 265176830
1 778508703 570888728
1 196117592 553949177
1 44336970 787607859
1 496870726 135367277
1 437105909 44939823
1 436578860 776761868
1 373319210 576229583
1 47937623 967219292
1 992664630 61466514
1 251474971 84998879
1 463456127 176917398
1 773374285 530576351
1 706773730 807007131
1 366508132 919074928
1 358543371 199322915
1 784579570 879240410
1 669648404 611910679
1 551566152 632896212
1 134243703 814560480
1 821143019 13783289
1 363073408 966705707
1 347163697 860165158
1 689636708 754908497
1 31223282 222164215
1 957053652 548213134
1 166200645 605499415
1 963331208 621376701
1 139760861 199638165
2 709883835 391450691
1 131542033 66275868
1 487810989 694211524
1 102996584 984746384
1 501096049 637915656
1 192504450 104897346
1 346305127 669586119
1 138785212 395817442
1 780620408 702576311
1 201630505 74702569
1 492226811 541982811
1 673712763 556620757
1 759180696 349610845
1 870438630 803451046
1 13941523 32438116
1 372239862 615496923
1 847576186 746906129
1 649400425 961048921
1 785370226 282893920
1 415440964 639924129
1 398588297 864991264
1 659763961 987801644
1 114779299 448341865
1 853084190 185153958
1 524928632 612696148
1 239998540 681172714
1 307170842 69654106
1 82312285 443105327
1 348693605 803525150
1 36686110 841601237
1 766005022 81940989
1 969209869 846805788
1 730898092 597771404
1 638650980 683753154
1 101817427 494007508
1 993804354 534949890
1 640014735 129546969
1 105750275 375895856
1 317670985 244877031
1 360716682 218938893
1 554205518 688542565
1 398763047 861552289
1 305472871 242121498
1 663207480 87988430
1 304716693 417939734
1 402660170 788505493
1 47879361 195031280
1 407872719 348987009
1 546661828 810301330
1 455276302 137552031
1 119199253 927086167
1 79778386 244011283
1 961634979 237164731
1 303458791 105722359
1 173535924 128460620
1 64732569 772035310
1 98405591 340359747
1 629959307 631693039
1 290972976 562543413
1 602428585 779316137
1 146937190 114641927
1 701629136 241161653
1 210613871 527258219
1 108944835 379774601
1 325686796 29647816
1 915360736 42526491
1 825281107 695667954
1 42776465 122982666
1 18803402 348681305
1 345554696 734972762
1 293042825 783735782
1 850620345 577500336
1 824019612 968557959
1 321388554 449033451
1 193271514 319061534
1 303719874 844271977
1 957430077 432337168
1 741180754 265274809
1 344240774 126722178
1 313470001 712920716
1 223515226 671504779
1 767136280 915125019
1 36290808 54254308
1 442160015 882932063
1 698378141 288779863
1 943403679 913867152
1 784075087 783307795
1 3101741 29826968
1 854133701 644416159
1 733883583 382794760
1 400205932 342316720
1 414944432 91666815
1 503359549 25854510
1 433988439 189229061
1 600252869 719279324
1 29155923 190304923
1 690803655 833412481
1 84081535 907097597
1 158269336 93470097
1 754294850 630554287
1 771671375 827055392
1 9098316 30015231
1 821796208 461533999
1 126347748 458252331
1 66980213 455008863
1 911729114 135397653
1 15546932 890238346
1 46703800 557708954
1 508521652 885973751
1 508844694 665868282
1 326710255 51054053
1 60205086 195061243
1 288152843 202186894
1 86201018 815004957
1 793487290 267435160
1 897892477 511273470
1 816218723 62540425
1 373734262 109557606
1 974598867 225382000
1 955175061 979967480
1 964085846 419675685
1 42677212 809342564
1 543351326 798247616
1 23706473 588690525
1 201172022 751891954
1 492435722 758182694
2 239499728 680552596
1 721760767 645572713
1 925797419 3693549
1 570926574 605994422
1 926242323 38744136
1 206425282 203624669
1 535044059 764448202
1 684199687 362188302
1 292936342 348581070
1 170820393 940192759
2 193804383 685056229
1 557324878 783039979
1 18248426 758617908
1 733625369 130937934
1 92485852 424532714
1 416558968 309885956
1 491495733 346678169
1 483801732 675600760
1 678061641 279264236
1 956209811 43657907
1 120428235 900728749
1 81445716 704044251
1 448731982 668831788
1 71638074 430267398
1 117851879 195081328
1 844286470 498245561
1 406426860 818238560
1 71627974 53495276
1 218655502 391480675
1 501351445 635388934
1 283833945 835933628
1 991304952 684194838
1 394773337 23984307
1 488048669 39426921
1 108045866 741661656
1 676836493 163038270
1 206144023 564450528
1 241653258 574730729
1 869533745 420412958
1 600330776 674157204
1 327375851 145802721
1 221405844 371838435
1 615289480 36530055
1 672061805 371751993
1 926365459 960807241
1 672330036 939448185
1 16142637 519339115
1 345389253 101855908
1 127726956 809259648
1 282259424 142762945
1 30289171 116472658
1 744777757 590562114
1 508335988 913002550
1 139045205 56509655
1 673807138 995297735
1 300952501 577674200
1 457152022 450523366
1 151299125 263755827
1 200685797 376864389
1 648866549 578129577
1 758197078 643307226
1 298274051 658121637
1 295589769 640550650
1 799234109 10436556
1 364164361 974999955
1 117521756 296176430
1 78765446 753902948
1 854051494 262763110
1 633549524 842928042
1 447814628 637753708
1 587527792 449791238
1 229856294 664630883
1 604429695 52233555
1 933555517 752049237
1 450404242 64239619
1 847009892 26158881
1 745263362 516695830
1 641029012 642126263
1 737997891 812492612
1 447342345 142544268
1 557369553 179387635
1 871102235 12220624
1 294252026 986445588
1 959087686 167462798
1 404483024 360441613
1 442983077 683749568
1 757855897 351529100
1 912947144 131991393
1 909446672 74595536
1 741166707 29186880
1 370094601 860295873
1 915430389 65700815
1 58990519 463691566
1 247921037 690593679
1 88716316 701471994
1 149196628 79805678
1 784659908 81997529
1 283905590 685566074
1 147385358 495540424
1 662470299 583089245
1 547337126 68111512
1 364869149 82953636
1 180830606 530634537
1 664330742 639300041
1 758009098 985916082
1 548457078 711275600
1 703021071 220114503
1 852961269 59682936
1 455269425 21970292
1 627160691 632972739
1 399749577 262292823
1 989457292 488322854
1 246785170 927429833
1 912991421 669133510
1 45181880 310129769
1 136268044 477921315
1 463667771 439050812
1 488079704 561032166
1 414055624 185856288
1 384798001 226741690
1 128738274 981117167
1 428714393 595167466
1 112556270 947620530
1 413948658 181057304
2 634205277 126750478
1 428882567 67162815
1 895288407 841825567
1 491157516 104715991
1 269921917 92196555
1 133758202 806206252
1 683841123 132759164
1 160263155 598352747
1 867811591 393458091
1 36877930 332079174
1 385550370 986905591
1 173093593 136654444
1 652178275 403733637
1 309913450 860488753
1 933849472 397583628
1 369843199 136971175
1 164015144 26501038
1 980018573 765562499
1 726179392 540454021
1 414303871 856154901
1 276247379 30054039
1 749830784 764924670
1 711048141 987093879
1 452739220 446487797
1 844951618 939969762
1 198520581 138796007
1 640427150 264049864
1 457908155 628453884
1 135690129 502322145
1 68283701 887895209
1 921513204 13336042
1 310889751 89310484
1 431344839 500895379
1 525688881 505299209
1 649294861 334318420
1 386167009 406317607
1 969740314 172060315
1 870767448 34927878
1 221162558 932402996
1 922143299 865924472
1 601849045 421900523
1 621417324 740967685
1 103008979 193069149
1 64396729 570023371
1 190602932 210855378
1 86352972 782938679
1 495121001 147015329
1 43961312 916374794
2 101464995 13133825
1 930989271 570825655
1 159072927 69027221
1 554785221 48697720
1 423239878 719769260
1 239119072 725318145
1 367024901 807455501
1 650853143 400055161
1 28343052 767788977
1 15307276 157307248
1 297025907 7918252
1 760295545 759525165
1 522210865 32342766
1 937184869 266521116
1 197757978 561134337
1 467436334 500263390
1 46054541 383031176
1 462255593 326895283
1 31338413 364192354
1 818874078 386913901
1 587815043 775630079
1 326708580 22902328
1 835629913 681874989
1 810770692 632258807
1 322086632 651233584
1 745333805 553147684
1 868042482 126559481
1 42860059 734968446
1 900579637 370193581
1 88866565 517696799
1 866715874 305095295
1 902701299 876249885
1 882849292 876512099
1 989321901 360289964
1 50290668 712657314
1 691379384 772271549
1 861907224 297514753
1 487662157 133254325
1 982136840 214559038
1 918718839 500105143
1 749991179 520221210
1 970078145 407534991
1 659460362 387201967
1 652541353 63534642
1 599465576 372147755
1 499611835 108029653
1 616325054 54531675
1 428582931 533169279
1 429250642 810948399
1 816487889 84424671
1 355536245 991142339
1 322703438 280473791
1 522772529 882295026
1 450450482 841395299
1 255242879 135202872
1 42554767 105914518
1 923352615 70567083
1 336513845 463750364
